03:22:40, 0.0, 0.0
03:22:40, 1.0, 1.0
03:22:41, 2.0, 2.0
03:22:41, 3.0, 3.0
03:22:41, 4.0, 4.0
03:22:41, 5.0, 5.0
03:22:41, 6.0, 6.0
03:22:41, 7.0, 7.0
03:22:41, 8.0, 8.0
03:22:41, 9.0, 9.0
03:22:41, 10.0, 10.0
03:22:41, 11.0, 11.0
03:22:42, 12.0, 12.0
03:22:42, 13.0, 13.0
03:22:42, 14.0, 14.0
03:22:42, 15.0, 15.0
03:22:42, 16.0, 16.0
03:22:42, 17.0, 17.0
03:22:42, 18.0, 18.0
03:22:42, 19.0, 19.0
03:22:42, 20.0, 20.0
03:22:42, 21.0, 21.0
03:22:43, 22.0, 22.0
03:22:43, 23.0, 23.0
03:22:43, 24.0, 24.0
03:22:43, 25.0, 25.0
03:22:43, 26.0, 26.0
03:22:43, 27.0, 27.0
03:22:43, 28.0, 28.0
03:22:43, 29.0, 29.0
03:22:43, 30.0, 30.0
03:22:43, 31.0, 31.0
03:22:44, 32.0, 32.0
03:22:44, 33.0, 33.0
03:22:44, 34.0, 34.0
03:22:44, 35.0, 35.0
03:22:44, 36.0, 36.0
03:22:44, 37.0, 37.0
03:22:44, 38.0, 38.0
03:22:44, 39.0, 39.0
03:22:44, 40.0, 40.0
03:22:44, 41.0, 41.0
03:22:45, 42.0, 42.0
03:22:45, 43.0, 43.0
03:22:45, 44.0, 44.0
03:22:45, 45.0, 45.0
03:22:45, 46.0, 46.0
03:22:45, 47.0, 47.0
03:22:45, 48.0, 48.0
03:22:45, 49.0, 49.0
03:22:45, 50.0, 50.0
03:22:45, 51.0, 51.0
03:22:46, 52.0, 52.0
03:22:46, 53.0, 53.0
03:22:46, 54.0, 54.0
03:22:46, 55.0, 55.0
03:22:46, 56.0, 56.0
03:22:46, 57.0, 57.0
03:22:46, 58.0, 58.0
03:22:46, 59.0, 59.0
03:22:46, 60.0, 60.0
03:22:46, 61.0, 61.0
03:22:47, 62.0, 62.0
03:22:47, 63.0, 63.0
03:22:47, 64.0, 64.0
03:22:47, 65.0, 65.0
03:22:47, 66.0, 66.0
03:22:47, 67.0, 67.0
03:22:47, 68.0, 68.0
03:22:47, 69.0, 69.0
03:22:47, 70.0, 70.0
03:22:47, 71.0, 71.0
03:22:48, 72.0, 72.0
03:22:48, 73.0, 73.0
03:22:48, 74.0, 74.0
03:22:48, 75.0, 75.0
03:22:48, 76.0, 76.0
03:22:48, 77.0, 77.0
03:22:48, 78.0, 78.0
03:22:48, 79.0, 79.0
03:22:48, 80.0, 80.0
03:22:48, 81.0, 81.0
03:22:49, 82.0, 82.0
03:22:49, 83.0, 83.0
03:22:49, 84.0, 84.0
03:22:49, 85.0, 85.0
03:22:49, 86.0, 86.0
03:22:49, 87.0, 87.0
03:22:49, 88.0, 88.0
03:22:49, 89.0, 89.0
03:22:49, 90.0, 90.0
03:22:49, 91.0, 91.0
03:22:50, 92.0, 92.0
03:22:50, 93.0, 93.0
03:22:50, 94.0, 94.0
03:22:50, 95.0, 95.0
03:22:50, 96.0, 96.0
03:22:50, 97.0, 97.0
03:22:50, 98.0, 98.0
03:22:50, 99.0, 99.0
